SentenceId,Content
008006,昕动,pos
007869,北京现代,neg
007849,东风雪铁龙,neu
007849,东风风神,neu
007849,东风标致,neu
007826,明锐,pos
007807,凌渡,neu
007792,凯越,pos
007786,高尔夫,pos
007786,大众,pos
007786,POLO,neu
007781,奥迪,neg
007776,沃尔沃,pos
007774,大众polo,neu
007761,雪佛兰赛欧,neg
007715,东风日产,neu
007715,天籁,pos
007703,梅赛德斯-奔驰,pos
007703,宝马,pos
007703,奥迪,pos
007633,东风风度MX5,pos
007618,福特,neu
007530,长安马自达,pos
007516,途观,neu
007516,大迈,pos
007516,比亚迪,neg
007513,长城M4,neu
007513,桑塔纳,neu
007513,马6,pos
007513,捷达,neu
007513,GA3,pos
007397,汉兰达,neu
007383,昕动,pos
007382,Yeti,pos
007380,瑞纳,neg
007380,北京现代,pos
007306,宝马316Li,neu
007306,i3,neu
007212,宝斯通,pos
007184,翼虎,neu
007184,途观,neu
007184,CRV,neu
007165,卡罗拉,neu
007165,轩逸,neu
007145,路虎极光,neu
007145,陆风,pos
007138,雪铁龙,neu
007138,Cxperience,neu
007130,三菱,neu
007130,日产,neu
007130,大众,neu
007130,宝马,neu
007123,比亚迪,neg
007095,一汽大众,pos
007095,大众,pos
007073,上汽大众,neu
007073,凌度,pos
007040,本田XR-V,pos
007016,速腾,neu
007011,悦纳,pos
007011,北京现代,pos
006969,江淮悦悦,neu
006969,江淮iEV6E,neu
006916,高尔夫,neu
006916,奥迪RS5,neu
006916,RS6,neu
006916,R8,neu
006913,途观,pos
006912,林肯,pos
006898,奥迪,neu
006898,大众,neu
006872,科鲁兹,pos
006850,起亚K2,pos
006844,长安福特翼博,neg
006826,e300进口,neu
006826,a6,neu
006807,斯柯达,neu
006805,撼路者,neg
006805,大切,neg
006805,巡洋舰,neu
006805,途乐,neu
006805,三菱,neg
006805,帕杰罗,pos
006805,牧马人,neg
006805,发现4,neu
006805,奔驰G,neg
006805,QX80,neg
006799,大众,neu
006799,帕萨特,neu
006777,华晨宝马525,neg
006764,长安,neu
006758,马自达,neg
006758,马自达RX-8,neg
006758,马自达8,neg
006758,马自达6,neg
006718,朗逸,neu
006708,大众朗逸,pos
006699,马自达韩泰,neg
006698,大众辉昂,neg
006649,高尔夫,neu
006617,途观,pos
006617,昂科威,neu
006617,汉兰达,neu
006617,奥迪Q5,neu
006611,大众,pos
006586,斯柯达Kodiaq,pos
006558,斯柯达,neu
006552,大众,neu
006547,现代途胜,pos
006542,帕萨特,neu
006519,桑塔纳,neu
006446,大众Polo,neu
006446,奥迪Q2,neu
006427,卡罗拉,neu
006377,长安,neu
006359,福特途睿欧,neu
006357,Yeti,pos
006353,帕杰罗,pos
006312,福特蒙迪欧,neu
006312,大众帕萨特,neu
006305,帕萨特,neu
006305,辉昂,neu
006288,凌渡,pos
006279,迈腾,neu
006242,G63 AMG,pos
006229,保时捷911,pos
006229,BWM135,pos
006206,风骏,pos
006162,大众,pos
006149,东风悦达起亚,neg
006149,北京现代,neg
006118,斯柯达速派,pos
006111,速派,pos
006072,奥迪A6,neu
006029,上汽大众,neu
006029,凌渡GTS,neu
006022,斯柯达,pos
006022,Yeti,pos
006013,上海大众,neu
006013,帕萨特,neg
005943,英朗,neu
005943,雷凌,neu
005943,福睿斯,neu
005901,POLO,neu
005901,大众,neu
005893,本田,pos
005878,途安,pos
005837,东南DX7,neg
005754,大众,neg
005749,途安L,neu
005749,宝马,pos
005731,凌渡,pos
005659,明锐,pos
005653,速派,neu
005653,蒙迪欧,neu
005653,阿特兹,neu
005649,桑塔纳,neu
005636,辉腾,neu
005636,大众辉昂,neu
005580,昂克赛拉,pos
005576,科鲁兹,neu
005564,夏利,pos
005564,桑塔纳,pos
005476,帕萨特,neu
005440,速派,pos
005431,轩逸,pos
005429,轩逸,pos
005429,朗逸,pos
005407,一汽丰田,neu
005407,皇冠,neu
005396,上海大众斯柯达明锐,neg
005363,昕动,pos
005346,宝马,neu
005319,夏朗,neu
005319,西雅特欧悦搏,neu
005319,西雅特,neu
005319,欧悦搏,neu
005319,大众,neu
005319,MPV,neu
005214,大众,neu
005201,途观,pos
005189,凌渡,pos
005180,奔奔,neg
005180,长安,neg
005164,途观,neu
005147,宝马,neu
005093,途观,pos
005091,雪佛兰萨博班,pos
005039,嘉年华,neu
005039,速腾,neu
005039,朗逸,neu
005039,福特福睿斯,neu
005039,福克斯,neu
005039,大众,neu
005019,科鲁兹,neu
005011,昕动,pos
004988,别克,neu
004988,英朗,neu
004988,凯越,neu
004978,q3,neu
004978,cdx,pos
004978,长安大众,neg
004975,双环,neu
004975,花冠,neu
004975,F3,neu
004968,途观,pos
004936,凯美瑞,neu
004936,广汽丰田,neu
004860,现代,pos
004825,SX4 S-Cross,pos
004825,铃木,pos
004817,凌渡,pos
004784,五菱小卡,neu
004757,保时捷,neu
004693,长安欧尚,pos
004685,速派,neu
004681,长安马自达,neu
004681,一汽马自达,neu
004681,马自达,neu
004615,A6,neu
004615,宝马525,pos
004600,锐界,neg
004600,福特,neu
004595,凌渡,pos
004575,迈腾b8,neg
004565,奥迪,neu
004546,斯柯达明锐,neu
004541,广汽吉奥,neu
004541,广汽传祺,neu
004502,奥迪,neu
004496,雷凌,neg
004495,保时捷 Macan,pos
004489,途安L,pos
004432,东风雪铁龙世嘉,neg
004423,凯美瑞,neu
004398,本田,pos
004375,昕动,pos
004354,斯柯达,neu
004292,CS95,neu
004292,CS75,neu
004286,上汽大众,neu
004286,PHIDEON辉昂,pos
004274,帕萨特,neg
004267,东风标致301,neu
004263,D70,neu
004263,D50,neu
004263,D60,neu
004263,萨博,pos
004263,X65,neu
004261,大众Polo,neu
004247,马自达,pos
004237,东风标致308,neu
004220,大众,pos
004198,凯越,neu
004198,别克,neu
004192,本田,pos
004185,猎豹CS10,pos
004182,现代朗动,neu
004182,大众朗逸,neu
004182,别克英朗,neu
004178,路虎,neu
004178,保时捷,neu
004174,途安,pos
004139,大众,neu
004121,宝来,neu
004107,比亚迪m6,neg
004072,斯柯达晶锐,pos
004035,Polo GTI,pos
004004,速派,neg
004004,迈腾,neg
003994,上海大众朗逸,pos
003979,辉昂,pos
003979,保时捷,neu
003979,奥迪,neu
003959,雪铁龙,neu
003890,广汽传祺GS8,pos
003890,GS8,pos
003886,广汽菲克,neu
003886,克莱斯勒,neu
003886,菲亚特,neu
003886,Jeep,neu
003812,大众,neu
003812,POLO,neu
003718,东风日产天籁,neg
003704,朗朗,pos
003639,途安L,pos
003637,长安悦翔V7,neu
003635,明锐,neu
003594,一汽-大众,pos
003594,帕萨特,pos
003594,迈腾,pos
003594,凯美瑞,pos
003562,Cross Polo,neu
003472,老马,neg
003467,陆风,neu
003456,通用,neu
003456,别克凯越,neu
003443,速派,neu
003438,君越,pos
003432,奔驰,pos
003432,宝马,pos
003424,速派,pos
003419,斯柯达,pos
003419,速派,pos
003317,帕萨特,neu
003306,凯美瑞,neu
003306,广汽丰田,neu
003263,标致,neu
003253,CROOSS,pos
003240,途观,pos
003213,福克斯,pos
003201,众泰LP700,neu
003197,长安福特,neg
003197,福克斯,neg
003097,A3,neu
003024,逍客,neu
003024,启辰T70,neu
003024,奇骏,neu
003024,雷诺日产,neu
003024,科雷傲,neu
002964,大众,pos
002949,沃尔沃,neu
002881,上汽通用,neu
002881,别克凯越,neu
002874,朗行,neg
002874,高尔夫,neg
002824,Yeti,pos
002823,小康,pos
002823,五菱,neu
002801,途观,neu
002673,速派,pos
002633,速派,pos
002633,福特蒙迪欧,neu
002629,瑞麒,neg
002606,宝马i8,neu
002567,一汽大众速腾,neu
002554,北京现代领动,neu
002531,铃木,neu
002506,Polo,pos
002498,威朗,neu
002447,凌渡GTS,neu
002446,晶锐,pos
002420,科鲁兹,neu
002365,途观,pos
002353,途安L,neu
002347,凌渡,pos
002321,途安,neu
002321,奥德赛,neu
002275,途观,neu
002216,途安L,pos
002182,凌度,neu
002168,大众POLO,neu
002094,东风标致308,neu
002089,领驭,neg
002048,朗逸,neu
002041,瑞风S5,pos
002040,PST,pos
001983,大众,pos
001981,宝马i3,neu
001962,凯越,pos
001956,小八,pos
001952,帕萨特,pos
001902,大众,pos
001902,朗逸,pos
001880,途观,pos
001869,凌渡,neu
001817,飞度,pos
001798,昕锐,neu
001798,斯柯达,neu
001788,斯柯达,pos
001788,明锐,pos
001785,卡罗拉,pos
001785,一汽丰田,pos
001783,Q7,pos
001746,一汽－大众,neu
001746,上汽通用,neu
001746,海马,neu
001693,桑塔纳,neu
001597,上汽大众朗逸,neu
001597,东风雪铁龙C4世嘉,neu
001549,夏利,neu
001549,拉达,neu
001496,Polo GTI,neu
001488,尚酷,pos
001488,大众尚酷,pos
001473,晶锐,neg
001415,明锐,neu
001386,明锐,pos
001378,本田,pos
001365,北京现代伊兰特,neg
001354,宝马,neu
001347,PHIDEON,pos
001337,大众,neu
001337,POLO,neu
001318,斯柯达野帝2,neu
001318,Yeti 2,neu
001312,途观,pos
001244,别克君威,neu
001242,大众Polo,neu
001213,宝马,neu
001184,东风风神,neu
001184,A60,neu
001183,途观,pos
001154,明锐,pos
001144,速派,pos
001104,帕萨特,neu
001104,迈腾,neu
001026,一汽丰田,neu
001026,RAV4荣放,neu
001021,凌志,pos
001021,IS,neg
001020,凯越,pos
001020,君越,neu
000957,上海通用别克,neg
000948,上汽通用,neu
000948,别克,neu
000914,斯柯达-Yeti,pos
000902,总裁,neg
000902,玛莎拉蒂,neg
000894,大众凌渡,pos
000888,英菲尼迪,neu
000888,Hybrid,neu
000882,东风标致,neu
000875,福克斯,pos
000825,标致,neu
000820,途观,neu
000797,丰田C-HR,neu
000787,一汽-大众,neu
000698,桑塔纳,neu
000689,速派,neu
000689,明锐,pos
000667,凌渡GTS,pos
000631,途观,pos
000562,朗逸,neu
000510,大众,pos
000381,雪铁龙,pos
000381,C3- XR,pos
000373,小迈,neu
000365,路虎,pos
000365,捷豹,pos
000363,奔驰E级,neu
000363,宝马320,neu
000355,CrossPolo,pos
000297,凌渡,pos
000291,凌渡,neu
000289,威驰,neu
000178,雅阁,neu
000157,速派,neu
000157,迈腾,neu
000142,大众新POLO GTI,neu
000138,现代,neu
000131,途观,neg
000061,速派,pos
000060,途安L,pos
000060,本田CR-V,neu
000057,380,pos
000057,330,neu
000051,大众,neu
000012,昕动,neu
000011,斯柯达,neu
SentenceId,View,Opinion
S30011,宝骏560,neu
S30023,丰田,neu
S30025,雪铁龙,neu
S30025,c4l,pos
S30028,迈腾,neu
S30028,速腾,neu
S30031,大众,neu
S30031,宝马,neu
S30031,雪铁龙,neu
S30035,沃尔沃,neu
S30045,大众,neu
S30054,途观,neu
S30054,马自达cx5,neu
S30054,昂科威,neu
S30054,唐,pos
S30055,别克君威,neu
S30062,ix35,neu
S30065,浩纳,neu
S30065,昕动,neu
S30068,观致3,pos
S30071,天籁,neu
S30080,雷克萨斯,pos
S30101,乔治巴顿,neu
S30101,福特,neu
S30105,速派,pos
S30105,明锐,neu
S30111,瑞风s3,neu
S30113,奥德赛,neu
S30116,嘉旅,neu
S30125,奥迪,neu
S30134,大众高尔夫,neu
S30150,克莱斯勒,neu
S30167,五菱,neu
S30172,华晨宝马320,neu
S30177,奥迪a6,pos
S30181,瑞风s3,neu
S30181,瑞风s2,neu
S30183,宾利,neu
S30183,宝马,neu
S30183,奥迪,neu
S30186,传祺ga6,neu
S30188,长安,pos
S30189,逍客,neu
S30191,途观,neu
S30198,迈锐宝,neu
S30214,宝来,neu
S30215,威朗gs,neu
S30217,保时捷,neu
S30221,江淮,neu
S30223,宝马,neu
S30224,东风雪铁龙,neu
S30224,c4l,neu
S30225,长安,neu
S30239,福克斯,neu
S30243,汉兰达,neg
S30244,宝马x1,neu
S30244,宝马x2,neu
S30252,奥迪,neu
S30252,雷克萨斯,neu
S30260,奔驰,neu
S30260,宝马,neu
S30260,保时捷,neu
S30260,玛沙拉蒂,neu
S30260,迈巴赫,neu
S30263,奥迪,neu
S30263,奥迪a6,neu
S30265,铃木锋驭,neu
S30267,雷克萨斯,neu
S30272,奔驰,neu
S30272,奥迪,neu
S30272,捷豹,neu
S30275,桑塔纳,neu
S30287,路虎,neu
S30288,沃尔沃,neu
S30289,夏朗,neu
S30291,宝马,neu
S30293,奥迪,neu
S30305,广汽丰田,neu
S30305,广汽丰田雷凌,neu
S30323,五菱宏光,neu
S30324,福睿斯,neu
S30332,宝马,neu
S30334,福克斯rs,pos
S30334,奔驰e260l,neu
S30335,福特,neu
S30338,帕萨特,neu
S30343,奥迪a6,neu
S30345,讴歌nsx,neu
S30349,法拉利,neu
S30349,本田,neu
S30349,梅赛德斯,neu
S30349,雷诺,neu
S30353,雷诺,neu
S30363,奥迪a3,neu
S30363,奥迪a3e-tron,neu
S30366,北京现代,neu
S30373,一汽马自达,neu
S30376,起亚k2,neu
S30386,本田雅阁,neu
S30392,西玛,neu
S30395,马自达,neu
S30395,阿特兹,neu
S30396,宝马z4,neu
S30400,卡罗拉,neu
S30400,速腾,neu
S30410,奥迪q5,neu
S30435,起亚kx5,neu
S30457,牧马人,neu
S30457,自由光,neu
S30457,克莱斯勒,neu
S30465,桑塔纳,neu
S30471,速派,neu
S30474,雅阁,neu
S30487,本田,neu
S30488,昂科威,neu
S30505,丰田致炫,neu
S30509,昂科拉,neu
S30511,玛莎拉蒂,neu
S30517,骐达,neu
S30541,江淮,neu
S30549,兰博基尼,neu
S30558,rav4,neu
S30564,江淮,neu
S30567,丰田,neu
S30568,缤智,neu
S30568,昂科拉,neu
S30574,奥迪,neu
S30579,迈巴赫maybach,neu
S30586,众泰z700,neu
S30588,长安cs75,neu
S30595,伊兰特,neu
S30595,捷达,neu
S30595,比亚迪,neu
S30595,长安铃木,neu
S30595,雪铁龙,neu
S30602,长安铃木,neu
S30611,别克君威,neg
S30627,凯美瑞,neu
S30639,上海大众,neu
S30642,法拉利,neu
S30642,兰博基尼,neu
S30642,迈凯轮,neu
S30642,宾利,neu
S30642,劳斯莱斯,neu
S30642,马丁,neu
S30642,保时捷,neu
S30642,奔驰,neu
S30642,宝马,neu
S30649,卡罗拉,neu
S30667,奥迪100,neu
S30668,c3-xr,neu
S30668,c4世嘉,neu
S30668,c4l,neu
S30668,c6,neu
S30669,宝马,neu
S30672,福特,neu
S30679,奥迪,neu
S30682,cs75,pos
S30682,哈佛h6,neu
S30682,gs4,neg
S30689,广汽丰田,neu
S30690,昂科拉,neu
S30694,s3,neu
S30699,长城,neu
S30700,汉兰达,neu
S30712,广汽三菱,neu
S30714,大众高尔夫gti,neu
S30714,福特福克斯st,neu
S30715,cs75,neu
S30724,桑塔纳,neu
S30729,宝马,neu
S30735,宝马225xe,neu
S30740,沃尔沃,neu
S30740,吉利,neu
S30745,英致g5,pos
S30749,凯美瑞,neu
S30759,雪铁龙,neu
S30761,奥迪a9,neu
S30763,哈弗h6,neu
S30765,北京现代,neu
S30766,奔驰c级,neu
S30776,众泰sr7,neu
S30784,本田,neu
S30804,s8,neu
S30804,奥迪a6l,neu
S30808,现代ix25,neu
S30808,起亚kx5,neu
S30808,起亚kx3,neu
S30809,别克,neu
S30829,卡罗拉,neu
S30830,东风标致,pos
S30847,雷克萨斯,neu
S30854,桑塔纳,neu
S30875,丰田,pos
S30877,别克凯越,neu
S30883,丰田,neu
S30883,威驰,neu
S30899,本田思域typer,neu
S30904,路虎,neu
S30904,奥迪,neu
S30910,一汽马自达,neu
S30914,上汽名爵,neu
S30914,锐腾,neu
S30917,福克斯,neu
S30917,科鲁兹,neu
S30917,英朗,neu
S30917,朗逸,neu
S30919,北汽幻速,neu
S30919,s2,neu
S30919,s3,neu
S30920,威朗,neu
S30920,速腾,neu
S30926,凯迪拉克,pos
S30935,东风雪铁龙,neu
S30935,c6,neu
S30943,别克,neu
S30945,宝骏310,pos
S30948,雷诺,neu
S30948,trezor,neu
S30969,东风雪铁龙,neu
S30970,别克英朗,neu
S30997,本田,neg
S30999,轩逸,neu
S30999,蓝鸟,neu
S30999,tiida,neu
S31016,奥迪,neu
S31016,a6,neu
S31016,prologue,neu
S31030,途乐,pos
S31034,朗逸,neu
S31034,英朗,neg
S31037,大切诺基,neu
S31042,宝骏560,neu
S31054,rav4,neu
S31059,捷达,neu
S31074,林肯mkx,neu
S31077,捷达,neu
S31086,瑞风m4,pos
S31091,迈锐宝,neu
S31091,雪佛兰,neu
S31092,宝马x5,neu
S31099,起亚k2,neu
S31100,斯柯达,neu
S31100,yeti,neu
S31103,牧马人,neu
S31103,宝马x6,neu
S31103,酷搏,neu
S31116,夏朗,pos
S31128,五十铃gemini,neu
S31128,双子座,neu
S31129,clubman,pos
S31137,英朗,neg
S31142,大众,neu
S31142,高尔夫,neu
S31149,奥迪,neu
S31149,q3s-line,neu
S31152,瑞风s2,pos
S31155,雪铁龙,neu
S31158,丰田皇冠,neu
S31161,哈弗h6,neu
S31169,起亚,neu
S31178,东风雪铁龙,neu
S31187,cs75,neu
S31194,东风标致,neu
S31195,捷达,neu
S31195,桑塔纳,neu
S31209,马自达,neu
S31217,林肯mkc,neu
S31217,宝马525,neu
S31220,奥迪q3,neu
S31222,福睿斯,neu
S31223,别克威朗,neu
S31223,x1,neu
S31238,奥迪,neu
S31243,宝来,neg
S31244,比亚迪s7,pos
S31245,哈弗h6,neu
S31248,凯迪拉克,neu
S31250,飞度,pos
S31250,本田,pos
S31256,广汽,neu
S31256,广汽传祺,neu
S31272,高尔夫嘉旅,neu
S31280,速派,neu
S31286,逍客,neu
S31286,普拉多,neu
S31288,凌渡,pos
S31305,东风本田竞瑞,neu
S31310,逍客,neu
S31322,奥迪a4l,neu
S31333,奥迪a6l,neu
S31349,五菱,neu
S31354,宝马,neu
S31362,瑞风s5,neu
S31370,雪佛兰,neu
S31374,现代,neu
S31374,起亚,neu
S31385,众泰z500,pos
S31387,一汽丰田,pos
S31395,雪铁龙,neu
S31395,c4l,neu
S31398,哈弗h2,neu
S31411,东风雪铁龙,neu
S31416,哈弗,neu
S31422,路虎,neu
S31422,捷豹,neu
S31424,迈锐宝,neu
S31428,林肯mkx,neu
S31429,大众朗境,neu
S31436,宝马x5,neu
S31452,威霆,pos
S31454,东风标致3008,neu
S31459,卡罗拉,neu
S31460,威驰,neu
S31463,速腾,neu
S31473,宾利java,neu
S31475,cs75,neu
S31476,宝骏730,neu
S31478,奥德赛,neu
S31478,昂克赛拉,neu
S31482,途观,neu
S31483,长安cs75,neu
S31490,丰田,neu
S31490,大众,neu
S31490,福特,neu
S31490,通用,neu
S31490,奥迪,neu
S31495,瑞风s3,neu
S31495,瑞风s2,neu
S31499,日产轩逸,neu
S31500,哈弗h1,neu
S31503,奇骏,neu
S31504,大众,neu
S31505,昂克赛拉,neu
S31511,皇冠,neu
S31511,凯美瑞,neu
S31515,长安神骐,neu
S31520,自由客,neu
S31535,东风日产,neu
S31539,丰田逸致,neu
S31539,铃木维特拉,neu
S31546,朗逸,neu
S31547,雪佛兰,neu
S31551,丰田rav4,neu
S31554,起亚,pos
S31565,捷达,neu
S31573,桑塔纳,neg
S31580,起亚,neu
S31580,k2,neu
S31587,长安福特,neu
S31587,福睿斯,neu
S31589,沃尔沃xc60,neu
S31592,菲亚特500s,neu
S31596,奥迪q7,neu
S31597,起亚k2,neu
S31603,长安cs75,neu
S31608,宝马,neu
S31613,众泰,neu
S31619,威驰,neu
S31620,cs75,neu
S31623,梅赛德斯,neu
S31623,奔驰,neu
S31630,比亚迪,neu
S31644,polo,neu
S31651,君威,neu
S31656,东风标致308,neu
S31676,福克斯,neu
S31680,英菲尼迪q50l,neu
S31682,沃尔沃xc90,neu
S31693,宝马,neu
S31696,宝马,neu
S31702,奥迪a4l,neu
S31702,奥迪q5,neu
S31705,哈弗,neu
S31706,奔驰,neu
S31706,腾势,pos
S31712,捷达,neu
S31720,奥迪,neu
S31731,速派,neg
S31731,斯柯达,neg
S31735,丰田,neu
S31748,凯迪拉克,neu
S31753,一汽奥迪a3,neu
S31760,速腾,neu
S31763,奥迪,neu
S31774,雷凌,neu
S31780,起亚soul,neu
S31782,大众朗逸,neu
S31784,奔驰c级,neu
S31795,宝骏510,neu
S31798,丰田,neu
S31802,奥迪a6,neu
S31803,朗逸,pos
S31804,别克,neu
S31811,斯柯达昕锐,neu
S31812,哈弗h6,neu
S31822,明锐,neu
S31833,奥迪,neu
S31838,别克君威,neu
S31839,宝马,pos
S31839,x5,pos
S31841,东风雪铁龙,neu
S31842,宝骏560,neu
S31846,奥迪,neu
S31865,大众,neu
S31869,上海大众,neu
S31870,mini,neu
S31873,江淮,neu
S31883,哈弗h2,pos
S31901,昂科威,neu
S31908,本田,pos
S31908,飞度,pos
S31908,思域,pos
S31908,竞瑞,pos
S31912,丰田,pos
S31916,斯柯达,neu
S31933,福瑞迪,neu
S31933,赛拉图,neu
S31936,传祺gs4,neu
S31937,天籁,neu
S31940,宝马,neu
S31943,蔚揽,neu
S31943,辉腾,neu
S31943,迈特威,neu
S31943,凯路威,neu
S31944,雪铁龙c3-xr,neu
S31963,雅阁,neu
S31984,cs75,neu
S31993,北京现代,pos
S32002,奥迪,neu
S32004,起亚,neu
S32004,奔驰,neu
S32004,宝马,neu
S32010,奥迪,neu
S32011,本田,neu
S32011,思铂睿,neu
S32012,大众,neu
S32015,蒙迪欧,neu
S32032,比亚迪,neu
S32068,桑塔纳,neu
S32068,帕萨特,neu
S32069,宝马5系,neu
S32069,宝马7系,neu
S32086,北现,neu
S32086,瑞纳,neu
S32086,悦纳,neu
S32106,奥迪a6,neu
S32110,凯迪拉克,neu
S32122,丰田,neu
S32127,奥迪a6l,neu
S32130,马自达cx-4,neu
S32136,雷诺,neu
S32136,东风,neu
S32152,普拉多,neu
S32159,雪铁龙c6,neu
S32166,奥迪a7,neu
S32168,北汽幻速,neu
S32168,s3l,neu
S32169,北汽幻速s3l,neu
S32175,东风标致,neu
S32177,别克,neu
S32184,凯迪拉克,neu
S32193,捷豹,neu
S32198,启辰t90,neu
S32198,楼兰,neu
S32213,凌渡gts,neu
S32213,大众cc,neu
S32216,速腾,neu
S32237,本田cbr300r,neu
S32246,宝马320li,neu
S32248,丰田,neu
S32248,别克,neu
S32249,奥迪,neu
S32265,瑞风s3,neu
S32287,奥迪,neu
S32298,三菱v73,neu
S32304,森雅r7,neu
S32317,众泰sr7,neu
S32319,大众途安,neu
S32327,福特,neu
S32331,哈弗h6,neu
S32331,哈弗h6c,neu
S32331,奥迪q3,neu
S32349,起亚福瑞迪,neu
S32365,迈锐宝,neu
S32375,锋范,neu
S32375,本田,neu
S32378,宝骏730,neu
S32388,速腾,neu
S32392,一汽大众,neu
S32401,迈锐宝,neu
S32405,宝马,neu
S32406,哈弗,neu
S32415,锐界,neu
S32417,高尔夫嘉旅,neu
S32439,东风雪铁龙,neu
S32439,c4l,neu
S32443,别克威朗,pos
S32464,速腾,neu
S32474,朗逸,neu
S32476,奥迪tts,neu
S32478,英朗,neu
S32478,威朗,neu
S32492,迈腾,neu
S32504,劳斯莱斯,neu
S32513,梅赛德斯-奔驰,neu
S32515,宝马,neu
S32519,福特,neu
S32531,长安,neu
S32538,广汽传祺,pos
S32544,雷克萨斯,neu
S32546,奥迪,neu
S32558,东风标致2008,neu
S32566,比亚迪唐,neu
S32566,奥迪tts,neu
S32572,东风雪铁龙,neu
S32583,斯巴鲁,neu
S32583,傲虎,neu
S32584,别克,neu
S32586,宝骏730,pos
S32590,长安,neu
S32599,宝骏,neu
S32602,夏利,neu
S32609,起亚智跑,neu
S32613,一汽丰田,neu
S32615,凯美瑞,neu
S32629,指南者,neu
S32641,汉兰达,neu
S32641,锐界,neu
S32655,朗逸,neu
S32666,途观,neu
S32667,东风雪铁龙c6,neu
S32674,皇冠,neu
S32689,宝马,pos
S32690,启辰t90,pos
S32699,迈腾,neu
S32704,宝马,neu
S32705,宝马x328i,neu
S32715,奥迪,neg
S32716,本田锋范,neu
S32720,捷豹xe,neu
S32727,斯巴鲁,neu
S32727,toyota,neu
S32739,揽胜,neu
S32746,之诺60h,neu
S32755,迈锐宝,neu
S32765,英菲尼迪q70,neu
S32765,雷克萨斯es,neu
S32767,迈锐宝,neu
S32769,卡罗拉,neu
S32770,丰田威驰,neu
S32774,奥迪q5,neu
S32778,哈弗h2,neu
S32779,smart,neu
S32780,奔驰smart,neu
S32788,高尔夫,neu
S32794,卡罗拉,pos
S32797,本田,neu
S32799,大众,neu
S32799,高尔夫7,neu
S32799,奥迪a3,neu
S32799,斯柯达明锐,neu
S32799,丰田,neu
S32805,启辰,pos
S32813,天籁,neu
S32825,爱丽舍,neg
S32828,别克君威,neu
S32836,宝马7系,neu
S32840,别克gl8,neu
S32841,凯越别克,neg
S32851,起亚k2,neu
S32870,福特,neu
S32881,哈弗,pos
S32881,起亚狮跑,neu
S32881,现代途胜,neu
S32886,本田xr-v,neu
S32898,兰博基尼,neu
S32898,奥迪a6,neu
S32899,奥迪,neu
S32901,哈弗,neu
S32908,奔驰,pos
S32908,宝马,pos
S32908,博世,pos
S32939,卡罗拉,neu
S32950,mustang,neu
S32950,福特,neu
S32953,翼虎,neu
S32957,科鲁兹,neu
S32960,大众,neu
S32960,朗逸,pos
S32960,速腾,neu
S32960,宝来,neu
S32963,雪佛兰,neu
S32963,科迈罗,neu
S32995,长安,neu
S33006,瑞风m4,neu
S33012,宝马x5,neu
S33017,途观,neu
S33019,宝马525li,neu
S33022,宝来,neu
S33024,长安,neu
S33024,骏风,neu
S33032,a3,neu
S33032,奥迪,neu
S33041,本田,neu
S33041,哈弗,neu
S33051,君威,neu
S33051,欧宝,neu
S33062,宝马,neu
S33069,福特,neu
S33085,福特蒙迪欧智胜,neu
S33086,比亚迪,neu
S33088,海马s5,neu
S33102,雪铁龙,neu
S33102,c4l,pos
S33106,宝来,neu
S33112,广汽本田,neu
S33112,锋范,neu
S33121,福特,neu
S33121,平托,pos
S33121,pinto,pos
S33132,朗逸,neg
S33137,宝骏560,pos
S33145,本田,neu
S33156,江淮,neu
S33159,本田,pos
S33166,揽胜,neu
S33167,雅阁,neu
S33172,朗逸,neu
S33176,宝骏310,neu
S33179,宝骏560,neu
S33180,宝来,neu
S33183,宝马,neu
S33183,沃尔沃,neu
S33185,奇骏,pos
S33189,索纳塔八,neg
S33191,布加迪,neu
S33191,兰博基尼lp670,neu
S33220,别克,neu
S33224,锋范,neu
S33232,tiguan,neu
S33241,轩逸,neu
S33251,比亚迪唐,neu
S33252,斯柯达,neu
S33256,蒙迪欧,neu
S33269,凯美瑞,neu
S33269,迈腾,neu
S33276,mazda6atenza阿特兹,pos
S33283,福克斯,neu
S33285,雷凌,neg
S33287,君威,neu
S33291,jeep牧马人,neu
S33300,江淮,neu
S33300,瑞风s2,pos
S33303,蓝鸟,neu
S33304,大众,neu
S33308,奥迪,neu
S33324,卡罗拉,pos
S33330,大众,neu
S33330,奥迪,neu
S33330,奔驰,neu
S33330,宝马,neu
S33333,众泰t600,neu
S33335,野马,neu
S33337,california,neu
S33337,君越,neu
S33341,君威,neu
S33356,瑞风s3,neu
S33359,途安l,pos
S33381,丰田,neu
S33381,威驰,neu
S33381,雪佛兰,neu
S33381,赛欧,neu
S33381,宝骏,neu
S33381,奇瑞,neu
S33381,吉利,neu
S33382,轩逸,neu
S33394,雅阁,neu
S33400,东风日产骐达,neu
S33401,斯巴鲁liberty,pos
S33401,力狮,pos
S33403,捷达,neu
S33405,别克hrv,neu
S33407,奥迪,neu
S33412,菲翔,neu
S33412,科鲁兹,neu
S33429,翼虎,neu
S33430,君越,pos
S33440,哈弗h2,neu
S33441,奥德赛,pos
S33456,雪佛兰,neu
S33456,比亚迪,neu
S33456,奇瑞,neu
S33460,别克,neu
S33466,江淮,pos
S33468,斯柯达,pos
S33469,轩逸,neu
S33482,五菱,neu
S33483,宝马,neu
S33486,维特拉,neu
