SentenceId,View,Opinion
006027,长城,neu
006027,哈弗,neu
000997,雪佛兰,pos
007115,途胜,pos
004401,速派,pos
006086,斯柯达,neu
025568,沃爾沃,neu
025568,英菲尼迪,pos
006562,昂科威,pos
020315,斯柯达,pos
012780,福特,neu
009838,雪铁龙,neu
022283,长安,neu
008949,奥迪,neu
016316,大众,neu
001809,宝马,neu
002187,丰田,neu
002187,马自达,neu
002187,本田,neu
018883,奥迪,neu
009339,大众,neu
017747,凯迪拉克,neu
003696,路特斯,neu
021915,奥迪,neu
021915,宝马,neu
017566,奥迪,neu
017566,A6,neu
022203,博越,pos
022203,哈弗,neu
022203,吉利,neu
022203,长安,neu
023800,骏马,neu
023800,奔腾,neu
007641,雪铁龙,neu
009765,C4L,neu
009765,轩逸,pos
009463,丰田,neu
009223,福特,pos
024639,科鲁兹,neu
024639,科沃兹,neu
026386,瑞纳,neu
026386,起亚,neu
020544,长安,neu
002223,东风,pos
002223,思铂睿,pos
027783,高尔夫,neu
010731,凯迪拉克,neu
017401,凌渡,pos
020453,RAV4,neu
006376,凯迪拉克,neu
016654,威朗,neu
010910,途安,pos
003067,宝马,neu
003067,弘泽,neu
023154,雪佛兰沃,neu
023154,日产,neu
023154,丰田普锐斯,neu
013485,辉昂,pos
015205,昂克赛拉,pos
012744,亚迪,neu
015897,宝马,neu
016402,途观,pos
003425,斯柯达,pos
015603,君越,pos
021262,荣威,neu
011708,本田,neu
009040,高尔夫,neu
005662,马自达,neu
015805,东风,neu
019441,辉昂,pos
020195,福特,neu
024150,途观,pos
018916,东风,neu
011725,科鲁兹,neu
006258,凯迪拉克,neu
019328,宝马,neu
020256,凯美瑞,neu
019178,凌渡,pos
007466,东风,neu
007466,启辰,neu
007466,上汽,neu
007466,广汽,neu
024039,保时捷,neu
005759,BMW,neu
021729,大奇瑞,neu
021729,英菲尼迪,pos
026171,丰田,neu
026289,帕萨特,neu
027785,福特,neu
027785,福克斯,neu
004414,冠,neu
013196,起亚,neu
005551,江淮,neu
004084,大众,neu
006845,长安,neu
006845,长安欧,neu
015616,东风,neu
015616,荣威,neu
015616,广汽,neu
015616,吉利,neu
026607,途观,neu
022722,江淮,neu
000285,昂科拉,neu
000285,欧宝,neu
000285,Mokka,neu
020092,科鲁兹,neu
011105,海马,neu
009238,斯柯达,pos
005155,昂科拉,neu
022582,迈腾,neu
002670,大众,neu
005760,瑞风,neu
008422,启辰,pos
002492,东风,neu
011547,保时捷,neu
025098,君威,neu
011489,途观,pos
002380,林肯,neu
006791,雷诺,neu
006791,日产,neu
021042,东风,neu
002056,众泰,neu
012807,拍众泰,neu
020605,雪铁龙,neu
004650,思域,neu
004650,速腾,neu
004650,凌渡,neu
020236,速派,pos
020236,斯柯达,pos
013961,哈弗,neu
016715,翼搏,neu
022201,昕锐,pos
028013,途观,neu
003957,北汽,neu
027868,北汽,neu
006478,宝马,neu
006478,BMW,neu
019882,途安,pos
005156,大众,pos
001694,XRV,neu
001694,本田,neu
024566,东风,neu
000094,锐宝,neu
018690,斯柯达,pos
003446,逍客,neu
003446,现代,neu
003446,本田,neu
020467,长城,neu
001589,宝马,neu
008853,兰博基尼,neu
022812,宝马,neu
013216,途安,pos
003503,菲亚特,neu
018797,大众,neu
021479,大众,neu
000474,马,neu
000474,马自达,neu
024201,昂科威,neu
006671,北汽,neu
024074,江淮,neu
012561,奥迪,neu
012561,奔驰,pos
026835,法拉利,pos
010198,奥迪,neu
021128,宝马,neu
005439,奔驰,neu
005439,宝马,neu
001939,法拉利,neu
024588,威朗,neu
021424,宝马,neu
016129,福特,neu
013143,绅宝,neu
007772,RAV4,pos
007772,本田,neu
027390,博越,neu
027390,汉兰达,pos
025248,迈腾,neu
024586,速派,pos
024586,延安,neu
012531,江淮,neu
004638,F650,pos
002249,大众,neu
023616,华泰,pos
006035,奥迪,pos
024998,北汽,neu
019825,宝骏,neu
013812,奥迪,neu
026860,东风,neu
026860,丰田,neu
026860,别克君越,neu
026860,大众,neu
026860,福特,neu
026860,辉昂,neu
026860,日产,neu
020210,奔驰,neu
020210,比亚迪,neu
025438,东风,neu
025438,K5,neu
026552,明锐,pos
022209,凯迪拉克,neu
014487,宝马,neu
014487,桑塔纳,neu
014487,兰博基尼,neu
023563,大众,neu
023543,奥迪,neu
028069,宝马,neu
028069,BMW,neu
006429,东风,neu
001989,宝马,neu
001989,汉腾,neu
018655,科沃兹,pos
018655,雪佛兰,neu
027445,哈弗,neu
027445,新哈弗,neu
016952,福特,neu
016952,福克斯,neu
009936,雷克萨斯,neu
024205,锐界,neu
024205,G20,neu
024205,长安,neu
018895,长安,neu
020578,江淮,neu
020578,瑞风,neu
016394,比亚迪,neu
016394,吉利,neu
016394,奇瑞,neu
015772,凌渡,pos
014446,捷豹,neu
007867,威驰,neu
007867,卡罗拉,neu
026466,宝马,neu
021430,大众,pos
002788,雪佛兰,neu
025634,Jeep,neu
025634,菲亚特,neu
018679,威朗,pos
008144,大众,neu
021221,斯柯达,pos
001078,江淮,neu
001078,大众,pos
008073,卡罗拉,neu
016863,大众,neu
005947,斯柯达,pos
019281,桑塔纳,neu
015341,博越,neu
015341,哈弗,neu
025199,众泰,pos
025199,野马,neu
023427,A6L,neu
023427,S80,neu
023104,308,pos
023104,标致,pos
020066,君越,pos
016496,奥迪,neu
016496,奔驰,neu
016496,大众,neu
026793,CrossPolo,pos
013136,宝马,neu
008059,福特,neu
003719,明锐,pos
017959,长安,neu
001762,宝马,neu
000937,速派,pos
000937,蒙迪欧,neu
000937,迈锐宝索,neu
025307,东风,neu
000805,雪佛兰,neu
014844,东风,neu
014844,C4L,neu
004483,高尔夫,pos
022802,锐界,neu
022802,福睿斯,pos
022802,长安,neu
007048,速派,pos
026658,斯巴鲁,neu
026658,宝马,neu
026658,吉利博,pos
026658,日产,neu
018155,奥迪,neu
018155,奔驰,neu
018155,宝马,neu
007800,林肯,neu
006767,江淮,neu
007064,宝马,neu
021602,福特,neu
013697,轩逸,pos
007843,Polo,neu
003327,凯越,neu
007351,宝马,neu
007094,雷克萨斯,neu
007094,卡罗拉,neu
000342,别克,neu
009115,长安,neu
008109,威朗,pos
003157,东风,neu
026671,北汽,neu
026671,吉利,neu
022058,东风,neu
022058,天籁,neu
022058,轩逸,pos
013222,雷克萨斯,neu
016070,沃尔沃,neu
015303,开昕锐,pos
008668,凯越,neu
007609,大众,neu
025544,途观,pos
001990,江淮,neu
023740,凯迪拉克,neu
006351,马龙,neu
010625,雷克萨斯,neu
005379,林肯,neu
018190,福特,neu
018917,广汽,neu
018917,汉兰达,neu
008220,途安,pos
015374,雅阁,neu
015374,凌派,neu
024706,长安,neu
027422,广汽,neu
012736,科鲁兹,neu
009067,奥迪,pos
009067,A6L,neu
009067,花冠,neu
020672,雷凌双擎,neu
020672,广汽,neu
020052,科鲁兹,neu
020052,新锐,pos
007521,迈腾,pos
007521,大众途观,pos
016940,东风,neu
007929,斯柯达,pos
025383,迈腾,pos
025383,速派,pos
027961,丰田,neu
005824,速派,pos
020868,大众,neu
020868,君越,pos
001778,福特,neu
025188,途安,pos
004798,DX7,pos
013255,昕锐,pos
013255,斯柯达,pos
013886,宝马,neu
020123,晶锐,pos
023474,宝马,neu
023074,丰田,neu
002816,大众,neu
018504,途安,pos
019150,凯迪拉克,neu
019150,通用,neu
019150,雪佛兰迈锐宝,neu
006782,东风,pos
023226,帕萨特,neu
021528,君越,pos
025934,丰田,neu
004707,众泰,pos
017972,现代,neu
020618,沃尔沃,neu
024010,昂科拉,pos
020451,宝马,neu
011932,哈弗,neu
009246,宝马,neu
003199,速派,pos
026553,东风,pos
026553,思铂睿,pos
014114,Berlinetta,neu
000850,昕锐,pos
024034,万豪,neu
024034,宝马,neu
024470,明锐,pos
007457,晶锐,pos
016729,凌渡,pos
022011,福特,neu
019358,开昂,neu
020299,悦纳,neu
004507,奥迪,pos
009919,卡罗拉,neu
009919,轩逸,pos
025711,宝马,neu
026312,丰田,neu
026312,广汽,neu
026312,雷凌,pos
017870,广汽,neu
017870,汉兰达,neu
010245,野马,neu
020564,宝马,neu
004945,昕锐,pos
000253,英菲尼迪,pos
010192,福特,neu
010192,大众,neu
010192,雪佛兰,neu
010192,丰田,neu
010192,菲亚特,neu
026201,途安,pos
023673,明锐,pos
016568,高尔夫,neu
013587,产林肯,neu
013587,捷豹,neu
013587,阿尔法罗密欧,neu
019220,斯柯达,neu
001946,轩逸,pos
020566,伊兰特,neu
021371,RAV4,neu
021371,丰田,pos
022036,宝马,neu
015262,Polo,neu
015262,大众,neu
005977,大众,neu
003173,迈腾,pos
003173,帕萨特,neu
007690,长安,neu
007857,比亚迪,neu
012875,东风,neu
019393,东风,neu
005903,途观,pos
021546,科鲁兹,neu
021546,雪佛兰,pos
025730,捷豹,neu
014152,现代,neu
026270,凯迪拉克,neu
000122,劳斯莱斯,neu
000122,奔驰,neu
019074,江淮,neu
019074,大众,neu
014270,福特,neu
024171,长城,neu
014437,帕萨特,pos
009474,雷克萨斯,neu
015234,奥兹莫比尔,neu
005496,轩逸,neu
001740,帝豪,neu
027875,雪铁龙,neu
008602,凌渡,pos
005469,福特,neu
005975,迈腾,neu
024812,途观,pos
011361,科塞拉,neu
011361,昂克赛拉,neu
011361,阿特兹,neu
005131,奥迪,neu
005131,奔驰,neu
013135,奥迪,neu
015499,大众,neu
011359,本田,neu
024401,凯迪拉克,neu
024401,宝马,neu
024401,皇冠,neu
024401,沃尔沃,neu
024401,雷克萨斯,neu
008382,凯迪拉克,neu
015720,迈腾,neu
015720,速派,pos
019960,爱迪尔,neu
020488,爱信,neu
020488,丰田,neu
025872,斯柯达,pos
014400,东风,pos
020366,朗境,pos
002131,丰田,neu
024320,昂科威,pos
001991,陆风,neu
003033,奥迪,neu
003033,大众,neu
003033,兰博基尼,neu
018625,雷凌,pos
024821,速派,pos
018167,奥迪,pos
008581,H8,neu
008581,H9,neu
008581,H6,neu
008581,长城,neu
003100,福特,neu
024917,广汽,neu
010273,捷豹,neu
027356,威斯利,neu
027356,劳斯莱斯,neu
027356,林肯,neu
027356,通用,neu
019013,凯迪拉克,neu
019013,雪佛兰,neu
014209,大众,neu
010975,广汽,neu
010975,汉兰达,neu
020078,宝马,neu
020078,大众,neu
016562,跟昂,neu
016562,科威,pos
010402,江淮,neu
005930,速派,pos
009878,现代,neu
016432,XR-V,neu
016432,缤智,neu
016432,本田,neu
011130,雪佛兰,neu
009830,威朗,pos
027559,江淮,neu
005864,奥迪,neu
005864,大众,neu
000525,起亚,neu
007620,朗逸,pos
009165,迈腾,neu
026978,奥迪,neu
024690,迈腾,neu
008907,大众,neu
008907,本田,neu
006171,福特,neu
018622,科鲁兹,neu
020199,爱丽舍,pos
014647,兰博基尼,neu
009954,阿尔法罗,neu
019106,哈弗,pos
023430,东风,neu
023430,丰田,neu
022087,福特,neu
020440,东风,neu
014130,锐宝,neu
024765,速派,neu
025650,翼虎,neu
025650,昂,neu
025650,昂科威,pos
025650,自由光,pos
018938,广汽,neu
004126,大众,neu
026028,大众,neu
002859,斯柯达,pos
013311,凌渡,pos
014208,日产,neu
019733,奥迪,neu
015578,Tiguan,neu
015578,途观,pos
012303,蒙迪欧,neu
012303,福特,neu
021716,丰田,neu
021716,日产,neu
021716,本田,neu
007041,长安,neu
011889,长安,neu
022743,速派,neu
005318,大众,pos
005318,辉昂,pos
009276,宝马,neu
015252,大众,pos
015252,桑塔纳,neu
015510,朗逸,neu
015510,速腾,neu
006417,福特,neu
001618,奥迪,neu
013553,现代,neu
015325,英朗,neu
027753,明锐,pos
011145,宝马,neu
025178,宝马,neu
025178,BMW,neu
024386,君威,neu
017864,奥迪,neu
017864,三星,neu
008703,本田,neu
023962,卡罗拉,pos
011467,雷克萨斯,neu
027716,EV,neu
027716,传祺,pos
027716,广汽,neu
017857,林肯,pos
000377,斯柯达,neu
006017,迈腾,neu
006017,帕萨特,pos
013498,帕萨特,neu
002704,大众,neu
002036,高尔夫,pos
004065,红旗,neu
022100,广汽,neu
008092,凯迪拉克,neu
023122,威朗,neu
019230,江淮,neu
019230,大众,neu
009629,福特,neu
016078,雪佛兰,neu
001531,迈锐宝,neu
001531,K5,neu
010137,奇瑞,pos
006710,朗逸,pos
008760,启辰,neu
018645,A6L,neu
018645,奥迪,neu
018645,奔驰,neu
018269,途观,pos
003951,大众,neu
002664,三菱,neu
010674,广汽,neu
001010,Q50,neu
001010,英菲尼迪,pos
002771,昕动,pos
019102,比亚迪,neu
016566,宝骏,neu
026806,速派,pos
026806,朗逸,neu
017863,大众,pos
002029,长安,neu
012066,李斯,neu
012066,奔驰,pos
006967,大众,neu
006967,一汽,neu
022263,斯柯达,pos
022263,昕动,pos
014282,大众斯柯达,pos
017932,雷克萨斯,neu
004653,明锐,pos
010491,普利茅斯,neu
021131,丰田,neu
021131,雷克萨斯,neu
024090,锐宝,neu
009865,哈弗,pos
009865,长城,neu
009865,H6,neu
022630,雅阁,neu
006266,福特,neu
011079,昂克赛拉,neu
018849,大众,neu
018849,凌渡,neu
026642,长安,neu
023575,迈锐宝,neu
019351,斯柯达,pos
001701,科沃兹,neu
001701,雪佛兰,neu
010359,众,neu
013509,福特,neu
025788,索纳塔,neu
021043,三菱,neu
002207,宝马,neu
025292,凯迪拉克,neu
027549,福特,neu
007836,东风,neu
002946,林肯,neu
026598,POLO,pos
014981,昕锐,pos
014981,爱丽舍,pos
025704,雅阁,pos
025704,本田,neu
007831,东风,neu
009740,别克昂科拉,neu
017509,荣威,neu
026013,雅阁,neu
019509,C4L,neu
011460,法拉利,neu
007323,广汽,neu
014757,斯巴鲁,neu
022464,丰田,neu
010571,驾荣威,neu
024663,奥迪,neu
024663,宝马,neu
014452,Q,neu
005345,福特,neu
002012,奥迪,neu
002012,RS,pos
012269,高尔夫,neu
012269,速腾,neu
012269,奥迪,neu
011503,东风,pos
017268,江淮,neu
015484,奥迪,neu
015484,宝马,neu
010386,RAV4,neu
024141,本田,pos
005565,雪佛兰,neu
005792,宝马,neu
005792,奔驰,neu
005792,沃尔沃,neu
005792,荣威,neu
019418,欧宝,neu
026436,比亚迪,neu
002350,辉腾,neu
002350,皇冠,neu
002350,大众,neu
017318,明锐,pos
009758,沃尔沃,neu
009758,澳大利亚,neu
011721,宝马,neu
017207,GTi,neu
012396,GLI,pos
025373,宝马,neu
025373,X7,neu
025373,X5,neu
023006,吉利,neu
007548,别克,neu
008662,CC,pos
008662,凯迪拉克,neu
008662,大众,pos
002547,大众,neu
013520,威朗,pos
009578,福克斯,neu
004175,丰田,neu
005325,别克威朗,pos
005325,威朗,pos
001818,RAV4,neu
002455,奔驰,neu
002455,宝马,neu
002135,别克,neu
016006,思铂睿,pos
016006,帕萨特,pos
010548,东风,neu
002872,本田,pos
006952,奥迪,pos
006952,保时捷,neu
016747,传祺,pos
016747,广汽,neu
007271,明锐,neu
010116,斯巴鲁,neu
024949,丰田,neu
003638,大众,neu
005708,轩逸,neu
025554,福特福克斯,pos
025554,福克斯,neu
018491,丰田,neu
021652,迈腾,neu
021652,速派,pos
008349,速腾,neu
008349,大众,pos
015444,大众,neu
013598,晶锐,pos
014124,雷诺,neu
009020,江淮,neu
021014,江淮,neu
017848,英朗,pos
001254,雷克萨斯,neu
020274,途安,pos
005023,荣威,neu
005352,宝马,neu
016221,昂科威,neu
008617,长城,neu
008617,哈弗,neu
015332,江淮,neu
015332,大众,neu
027232,外观,pos
027232,福特,neu
025082,福特,neu
013286,甲壳虫,pos
010283,宝马,neu
001892,菲亚特,neu
020029,现代,neu
015067,雅阁,pos
001366,宝马,neu
023414,途观,pos
023492,奥迪,neu
020831,迈腾,neu
003856,福特,neu
013403,东风,neu
013403,雪铁龙,neu
009274,Lamborghini,neu
009274,奥迪,neu
009274,BMW,neu
009274,蓝宝坚尼,neu
009274,宝马,neu
009274,特斯拉,neu
010427,丰田,neu
012798,启辰,pos
022097,大众,neu
009699,奥迪,neu
010424,明锐,pos
011583,玛莎拉蒂,neu
004230,本田,neu
010604,东风,pos
003345,景观,pos
008608,东风,neu
008608,新奇骏,pos
026643,吉利,neu
015704,东风,neu
015878,雪佛兰,neu
005991,途观,pos
027229,奇骏,neu
027229,现代,neu
025867,广汽,neu
025867,汉兰达,pos
006278,宝马,neu
027223,宝马,neu
027223,福特,neu
019871,凯迪拉克,neu
003930,一汽,neu
027007,速派,pos
027007,斯柯达,pos
012946,凯翼,neu
012946,长安,neu
011484,长安,neu
008530,昂科威,neu
027090,江淮,neu
027090,瑞风,pos
027535,东风,neu
007724,宝马,neu
007724,BMW,neu
019267,高尔夫,neu
019267,现代,neu
015292,宝马,neu
021827,广汽,neu
003897,途观,pos
006907,马自达,neu
006907,福克斯,neu
013428,宝马,neu
013428,雷克萨斯,neu
010918,宝马,neu
010918,BMW,neu
018258,劳斯莱斯,neu
018258,宾利,neu
015611,广汽,neu
015611,汉兰达,neu
005179,东风悦达起亚,neu
016000,雷克萨斯,neu
020719,科鲁兹,neu
027455,宝马,neu
007994,凯迪拉克,neu
025801,君越,pos
002023,别克君威,neu
022096,法拉利,neu
017856,陆风,neu
017856,宝马,neu
017856,X1,neu
002586,现代,neu
016749,奥迪,neu
016749,宝马,neu
019915,长城,neu
019915,哈弗,pos
019915,吉利,neu
019915,长安,neu
003223,雅阁,pos
027055,威朗,pos
010022,起亚,neu
017093,Polo,neu
026805,桑塔纳,neu
000785,哈弗,pos
013546,传祺,pos
013546,哈弗,pos
013546,T600,neu
013546,长安,neu
007435,亚迪,neu
007435,北汽,neu
007435,江淮,neu
016544,途安,pos
012545,博瑞,neu
012545,雷克萨斯,neu
001931,瑞风,pos
017425,福特,neu
024317,江淮,neu
024317,大众,neu
000742,本田,neu
023784,英朗,pos
010479,路虎,neu
001403,福特,pos
000230,宝马,neu
012457,宝马,neu
017921,江铃,neu
003824,奥迪,neu
003824,大众,neu
002505,途安,pos
020347,广汽,neu
007858,宝马,neu
007858,BMW,neu
014431,迈腾,neu
021522,江淮,neu
017785,力帆,neu
001076,本田,neu
002943,斯柯达,pos
014638,丰田,neu
012301,雪铁龙,neu
007833,明锐,pos
012431,宝马,neu
009433,本田,neu
021519,欧宝,neu
010097,比亚迪,neu
023921,马自达,neu
019117,卡罗拉,neu
017685,大众,neu
021202,速派,pos
021202,雪铁龙,neu
025109,长安,neu
024647,长安,neu
010635,Mini,pos
010635,宝马,pos
014080,保时捷,neu
027671,锐宝,neu
027671,雪佛兰,pos
018520,速派,pos
018520,斯柯达,pos
024884,凌渡,pos
020338,长安,neu
021942,奥迪,neu
011226,众泰,pos
005502,宝马,neu
010986,一汽,neu
006214,奥迪,neu
020881,哈弗,neu
021574,起亚,neu
001732,轩逸,neu
027432,林肯,neu
026545,雷克萨斯,neu
010438,爱丽舍,neu
001390,GS8,neu
001390,斯柯达,neu
002262,卡宴,neu
023379,高尔夫,neu
011885,轩逸,pos
027066,宝马,pos
016786,途观,pos
021902,别克,pos
001643,广汽,neu
013831,宝马,neu
025222,途安,pos
024425,沃尔沃,pos
019937,迈腾,neu
011603,江淮,neu
011603,大众,neu
001505,宝马,neu
024164,别克,neu
026634,迈锐宝,neu
022403,宝马,neu
018513,长安,neu
017323,玛莎拉蒂,neu
017323,法拉利,neu
017323,兰博基尼,neu
017323,意大利,pos
017323,帕加尼,neu
005495,凯迪拉克,neu
012673,东风,pos
027482,速派,pos
027664,路虎,neu
012701,奥迪,neu
019415,福特,neu
005860,长安,neu
012734,福特,neu
017495,丰田,neu
027483,凯越,pos
023801,宝马,neu
010542,众,neu
000215,买朗逸,pos
022259,大众,neu
022259,宾利,neu
022259,意大利,neu
022259,兰博基尼,neu
000511,江淮,neu
000511,大众,neu
016378,长安,neu
017273,福特,neu
011314,广汽,neu
012816,速腾,neu
025648,丰田,neu
015281,XFL,neu
015281,捷豹,neu
024899,别克,neu
024899,威朗,neu
006942,福特,neu
025677,途观,pos
001088,吉利,neu
001088,帝豪,neu
021911,大众,neu
016085,本田,neu
025389,英菲尼迪,pos
023099,江淮,neu
003444,奔驰,neu
026021,迈腾,neu
014425,昂科威,pos
008699,凯迪拉克,neu
024214,宝马,neu
024214,BMW,neu
020473,淩渡,pos
003040,威朗,pos
003041,S330,neu
003041,长安,neu
018157,三菱,neu
006227,昂科威,neu
006227,昂,neu
021050,外观,pos
021050,起亚,neu
027948,CX-5,neu
027948,奇骏,neu
027948,CR-V,neu
027948,汉兰达,neu
026911,丰田,neu
005950,思域,neu
006997,江淮,neu
006997,大众,neu
025428,雪佛兰,neu
025829,大众,neu
025829,凌渡,neu
012397,标致,neu
016697,金牛座,neu
016697,雅阁,neu
018515,宝骏,neu
011888,宝马,neu
002006,大众,neu
007943,凌渡,pos
000908,别克,neu
011542,福特,neu
011542,福克斯,neu
021041,长安,neu
025759,东风,pos
001866,逸动,pos
001866,长安,neu
000980,东风,pos
000980,308,pos
026931,东风,pos
005756,斯柯达,neu
005756,KODIAQ,pos
005424,本田,neu
020306,宝马,neu
011913,江淮,neu
011913,哈佛,neu
011913,北汽,neu
011913,长安,neu
018153,别克,neu
007592,途观,pos
006995,东风,neu
015525,迈腾,neu
006663,东风,pos
005701,途观,pos
005701,马自达,neu
013109,长安,neu
010976,劳斯莱斯,neu
004388,甲壳虫,neu
004388,AUTOart,neu
004388,大众,neu
011234,奥迪,neu
023255,凌度,neu
010357,福特,neu
012541,宝马,neu
004033,丰田,neu
004033,广汽,neu
015994,桑塔纳,neu
009528,威朗,neu
018749,RAV4,neu
018749,GX7,pos
004830,别克昂科威,neu
013050,凯美瑞,neu
027898,速派,pos
006257,广汽,pos
014761,雪铁龙,neu
005634,蒙迪欧,neu
005634,凯美瑞,neu
005634,威朗,neu
012810,宝马,neu
027512,长安,neu
009002,路虎,neu
009705,奥迪,neu
009705,Q7,neu
018500,车瑞纳,neu
018500,朗动,pos
021063,广汽,neu
014024,福特,neu
005150,速腾,neu
020036,雪佛兰,neu
021290,雷诺,pos
011729,哈弗,pos
019824,东风,pos
004821,沃尔沃,neu
019157,朗逸,pos
019157,速腾,pos
019157,标致,neu
019157,威朗,pos
014785,昕锐,pos
014785,斯柯达,pos
002398,斯柯达,neu
025617,科鲁兹,neu
021249,沃尔沃,pos
008538,锐宝,neu
008538,雪佛兰,neu
012795,君威,neu
004493,雅阁,pos
002681,君威,neu
002681,威朗,neu
010053,RAV4,neu
010053,卡罗拉,neu
010053,丰田,neu
010053,雷凌,neu
013624,雷克萨斯,neu
018358,宝骏,neu
023555,沃尔沃,neu
023555,S90,neu
009325,Cross,pos
021497,斯柯达,pos
025275,奥迪,neu
025275,BMW,neu
004115,瑞风,neu
004115,北汽,neu
004115,长安,neu
005218,锐宝,neu
022916,BMW,neu
004973,途观,pos
015139,凯美瑞,neu
007728,标致,neu
009991,速派,pos
009991,迈腾,neu
021213,亚迪,neu
022509,凯迪拉克,neu
022509,宝马,neu
022509,雷克萨斯,neu
022509,奔驰,neu
022509,捷豹,neu
007148,大众,neu
010924,昂克赛拉,neu
010924,马自达,neu
015023,高尔夫,neu
000190,雪佛兰,neu
021990,北汽,neu
023670,起亚,neu
023670,ix35,neu
002166,凯迪拉克,neu
002166,别克,neu
002166,雪佛兰迈锐宝,neu
018691,斯巴鲁,neu
023717,宝骏,neu
011074,奥迪,neu
009225,宝马,neu
018870,长安,neu
006612,BMW,neu
014100,帕萨特,neu
020310,丰田,neu
023723,凌渡,pos
008148,凯迪拉克,neu
008148,CT6,neu
015707,菲亚特,neu
013197,速派,pos
022642,马自达,neu
016373,东风,neu
005707,RAV4,neu
015404,江淮,neu
015404,大众,neu
015244,启辰,neu
016126,东风,neu
016126,308,pos
009220,长安,neu
024234,宝骏,neu
021153,雪铁龙,neu
021337,迈锐宝,neu
014111,奥迪,neu
001816,lamando凌渡,pos
020969,三菱,neu
007644,长安,neu
008257,途安,pos
021070,昂科威,neu
021070,途观,pos
021070,斯柯达,neu
021070,汉兰达,neu
021070,奥德赛,neu
021070,途安,pos
026377,林肯,pos
009708,宝马,neu
009817,全新帕萨特,neu
001296,本田,pos
027194,东风,neu
023129,东风,pos
023129,逍客,neu
000899,林肯,neu
022218,凯迪拉克,neu
012684,君越,pos
011184,劳斯莱斯,neu
011184,古斯特,neu
022792,大众,neu
014020,雷凌,pos
008870,吉利,neu
001130,福特,neu
013211,江淮,neu
013211,欣旺达,neu
013211,普莱斯,neu
013211,比亚迪,neu
013211,德赛,neu
019508,力帆,neu
003629,北汽,neu
006880,途观,pos
006880,Tiguan,neu
006959,长安,neu
003923,宝马,neu
002368,mini,pos
014756,福特,neu
012483,朗逸,neu
012483,英朗,neu
012483,卡罗拉,pos
012483,轩逸,neu
007169,长安,neu
016824,明锐,pos
027925,途安,pos
023980,雅阁,pos
023980,广汽,neu
009377,迈腾,neu
024813,江淮,neu
015570,别克威朗,pos
024700,奔驰,neu
024700,Q80,neu
026197,陆风,neu
007103,通用,neu
003475,英朗,neu
003475,18T,neu
017452,朗逸,pos
026976,高尔夫,neu
002797,马自达阿特兹,neu
015271,卡罗拉,neu
003334,通用,neu
003334,雪佛兰,neu
008084,BMW,neu
012452,帕萨特,neu
012327,福特,neu
007469,爱信,neu
007469,艾瑞泽,neu
024466,H30,neu
011528,速腾,neu
005327,大众,neu
005327,宾利,neu
005327,意大利,neu
005327,兰博基尼,neu
022224,宝马,neu
018032,广汽,neu
016171,高尔夫,pos
016171,R420,neu
011139,迈锐宝,neu
011139,通用,neu
026353,东风,neu
003084,福特,neu
014795,飞度,pos
002843,速派,pos
006557,沃尔沃,neu
002468,速派,pos
010933,MINI,neu
010933,宝马,neu
010933,劳斯莱斯,neu
012874,宝马,neu
012874,X6,neu
012874,奔驰,neu
023659,速派,pos
025516,迈腾,neu
005529,宝骏,neu
002147,迈腾,neu
003233,雷克萨斯,neu
003233,LC500h,neu
023805,沃尔沃,neu
023805,S90,neu
022867,宝马,neu
022867,BMW,neu
009096,昂科威,neu
000499,途观,pos
015247,宝马,neu
018879,途观,pos
004134,朗境,pos
020814,高尔夫,neu
020245,长安,neu
009928,沃尔沃,neu
008683,北汽,neu
005303,MG锐腾,neu
006333,广汽,neu
003544,丰田,neu
003544,普拉多,pos
018115,丰田,neu
018115,卡罗拉,neu
018115,雷凌,neu
013940,兰博基尼,neu
013940,LP610-4,neu
017482,本田,pos
011020,江淮,neu
002430,奥迪,neu
017935,标致,neu
007526,东风,pos
013384,广汽,neu
013384,G20,neu
011806,别克,neu
000003,奥迪,neu
007018,长城,neu
027959,F,neu
002025,思域,neu
002025,本田,neu
000016,红旗,neu
021088,江淮,neu
026454,东风,neu
026454,标致,neu
007481,大众,neu
002556,别克威朗,pos
015474,悦翔,neu
015474,逸动,pos
015474,长安,neu
020072,盖世宋,pos
020072,比亚迪,neu
020702,别克,neu
011055,吉利博越,neu
011055,长安,neu
017281,大众,neu
027624,大众,neu
027801,吉利,neu
012887,奥迪,neu
025200,卡罗拉,neu
023203,广汽,neu
023203,汉兰达,neu
027904,宝骏,neu
027904,东风,neu
027904,力帆迈威,neu
027904,长安,neu
012669,大众,neu
012669,R400,neu
024735,雪佛兰,neu
025322,凌渡,neu
011056,宝马,pos
016409,东风,neu
004210,宝马,neu
020538,丰田卡罗拉,neu
019538,凌渡,pos
002721,东风,neu
007514,丰田,neu
023733,宝马,pos
025386,宝马,neu
012853,卡罗拉,neu
021994,瑞风,pos
004763,东风,neu
004763,C4L,neu
022314,雪佛兰,neu
014894,别克,neu
014894,威朗,pos
020028,奥迪,neu
020028,甲壳虫,neu
020134,朗逸,pos
023448,蒙迪欧,neu
023448,福特,neu
023448,长安,neu
023787,途安,pos
012846,东风,neu
014915,福特,neu
014986,江淮,neu
014986,大众,pos
003159,朗境,pos
003159,大众,pos
004683,雷克萨斯,neu
023536,雪佛兰,neu
001299,凌渡,pos
